price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms
11400000.0,10.0,ЮВАО,43.0,30.0,2.0,9.0,1970.0,0.0,0.0,2.7,2.0
149980000.0,1.0,ЦАО,103.0,,2.0,5.0,1917.0,0.0,1.0,3.4,2.0
28800000.0,5.0,СЗАО,56.4,28.7,6.0,19.0,2022.0,0.0,0.0,3.1,2.0
29900000.0,8.0,ЗАО,56.0,,5.0,10.0,1941.0,0.0,0.0,3.2,2.0
46500000.0,11.0,СЗАО,70.0,35.0,3.0,24.0,,0.0,0.0,,2.0
24000000.0,3.0,САО,50.5,25.5,4.0,5.0,1930.0,0.0,0.0,3.52,2.0
11950000.0,20.0,ЗАО,41.0,27.9,3.0,5.0,,0.0,0.0,2.5,2.0
13000000.0,4.0,СВАО,45.0,30.0,4.0,5.0,1964.0,0.0,0.0,2.64,2.0
16700000.0,18.0,ЗАО,65.4,,8.0,16.0,1971.0,0.0,0.0,2.7,2.0
35000000.0,9.0,ЗАО,66.0,29.0,3.0,8.0,1946.0,0.0,0.0,3.2,2.0
83800800.0,2.0,ЦАО,82.4,26.3,5.0,8.0,2022.0,0.0,1.0,3.0,2.0
70555650.0,6.0,ЦАО,78.1,,5.0,6.0,,0.0,0.0,,2.0
11100000.0,17.0,САО,47.0,30.2,8.0,9.0,,0.0,0.0,,2.0
149000000.0,6.0,ЦАО,123.0,,43.0,77.0,,0.0,1.0,,2.0
12450000.0,12.0,ЮАО,48.0,34.0,5.0,9.0,1969.0,0.0,0.0,2.64,2.0
19800000.0,8.0,САО,61.0,36.0,17.0,22.0,2023.0,0.0,0.0,2.93,2.0
10900000.0,15.0,ЮВАО,44.6,,1.0,5.0,1960.0,0.0,0.0,2.64,2.0
30490000.0,8.0,ЗАО,54.7,,5.0,8.0,1958.0,0.0,0.0,3.0,2.0
26400000.0,8.0,ЗАО,50.0,15.0,11.0,20.0,,0.0,0.0,2.85,2.0
58000000.0,6.0,ЦАО,73.0,,5.0,8.0,,0.0,0.0,3.4,2.0
11090000.0,5.0,СВАО,43.0,27.8,2.0,5.0,1967.0,0.0,0.0,2.6,2.0
13990000.0,5.0,ВАО,56.1,34.1,5.0,5.0,1958.0,0.0,0.0,2.65,2.0
30000000.0,9.0,ЦАО,56.1,,8.0,16.0,2015.0,0.0,0.0,2.8,2.0
29950000.0,2.0,ЗАО,54.1,45.7,7.0,11.0,1959.0,0.0,0.0,2.87,2.0
15000000.0,5.0,ЗАО,40.8,28.8,8.0,14.0,1974.0,0.0,0.0,,2.0
37000000.0,8.0,СЗАО,68.2,,25.0,33.0,,0.0,0.0,,2.0
29950000.0,9.0,САО,54.0,23.2,9.0,30.0,2020.0,0.0,0.0,2.8,2.0
17950000.0,15.0,СВАО,59.9,33.9,14.0,14.0,2003.0,0.0,0.0,2.74,2.0
18700000.0,,САО,44.7,,3.0,22.0,2023.0,0.0,1.0,,2.0
26500000.0,9.0,ЦАО,50.0,33.0,7.0,15.0,,0.0,1.0,03.05,2.0
11000000.0,19.0,ЮЗАО,55.15,28.7,6.0,16.0,,0.0,0.0,,2.0
47500000.0,6.0,ЦАО,52.0,29.7,2.0,6.0,1978.0,0.0,0.0,,2.0
26900000.0,16.0,ЗАО,70.0,,3.0,21.0,2015.0,0.0,1.0,2.85,2.0
9550000.0,16.0,ВАО,41.0,,1.0,5.0,1974.0,0.0,0.0,,2.0
31850000.0,15.0,ЗАО,58.0,36.0,7.0,25.0,2017.0,0.0,1.0,3.0,2.0
20500000.0,3.0,ЮЗАО,54.5,32.6,5.0,8.0,,0.0,0.0,,2.0
20490000.0,13.0,ЗАО,59.0,,11.0,17.0,1988.0,0.0,0.0,2.8,2.0
41750000.0,8.0,ЗАО,75.9,,10.0,36.0,2022.0,0.0,0.0,3.1,2.0
27345000.0,14.0,ЮВАО,63.0,30.0,8.0,30.0,,0.0,0.0,2.8,2.0
14300000.0,15.0,СВАО,36.0,18.0,2.0,9.0,1964.0,0.0,0.0,,2.0
35700000.0,10.0,СВАО,69.0,47.4,8.0,27.0,2022.0,0.0,0.0,2.9,2.0
104900000.0,7.0,ЦАО,77.2,,7.0,12.0,,0.0,0.0,,2.0
28990000.0,9.0,ЦАО,49.8,27.1,6.0,22.0,2024.0,0.0,0.0,3.25,2.0
13999999.0,4.0,ВАО,48.0,24.0,20.0,22.0,2022.0,0.0,0.0,2.7,2.0
63000000.0,7.0,ЦАО,53.31,,10.0,21.0,,0.0,0.0,,2.0
16999000.0,4.0,ЮВАО,54.3,32.1,12.0,17.0,2004.0,0.0,0.0,2.7,2.0
24700000.0,3.0,ЗАО,71.0,35.3,5.0,16.0,2015.0,0.0,1.0,3.0,2.0
36000000.0,7.0,ЗАО,62.5,,30.0,37.0,2021.0,0.0,0.0,,2.0
59000000.0,6.0,ЦАО,62.0,40.0,12.0,78.0,2020.0,0.0,1.0,3.9,2.0
19900000.0,20.0,СЗАО,45.0,,8.0,20.0,2023.0,0.0,0.0,2.8,2.0
10600000.0,,ВАО,38.1,24.9,8.0,12.0,1969.0,0.0,0.0,2.7,2.0
19990000.0,3.0,САО,64.3,,3.0,6.0,1940.0,0.0,0.0,,2.0
24999000.0,5.0,ЗАО,44.0,23.0,8.0,14.0,,0.0,0.0,,2.0
130000000.0,12.0,ЦАО,94.0,60.0,6.0,8.0,,0.0,0.0,3.2,2.0
25500000.0,7.0,САО,42.0,26.0,8.0,9.0,1962.0,0.0,0.0,3.0,2.0
46490000.0,13.0,САО,75.0,41.0,4.0,41.0,,0.0,0.0,,2.0
24900000.0,13.0,ЦАО,40.1,25.1,2.0,3.0,,0.0,1.0,4.7,2.0
19990000.0,4.0,СЗАО,58.5,32.9,17.0,17.0,,0.0,0.0,,2.0
67200000.0,3.0,ЦАО,96.0,,16.0,78.0,2020.0,0.0,1.0,3.9,2.0
9700000.0,20.0,ВАО,38.2,,10.0,12.0,1965.0,0.0,0.0,2.6,2.0
18950000.0,5.0,САО,64.1,,3.0,17.0,2015.0,0.0,0.0,2.75,2.0
70000000.0,2.0,ЦАО,67.0,,32.0,65.0,,0.0,1.0,,2.0
52000000.0,9.0,ЦАО,51.0,,3.0,21.0,,0.0,0.0,,2.0
31800000.0,11.0,ЗАО,46.0,,3.0,26.0,2021.0,0.0,0.0,3.1,2.0
15600000.0,19.0,САО,56.1,,2.0,16.0,2021.0,0.0,0.0,2.63,2.0
20500000.0,6.0,ЗАО,68.5,37.5,18.0,24.0,2018.0,0.0,0.0,2.65,2.0
68070000.0,4.0,ЗАО,60.0,45.0,6.0,12.0,2020.0,0.0,0.0,3.5,2.0
26500000.0,12.0,ЮАО,59.1,,5.0,6.0,1934.0,0.0,0.0,2.8,2.0
12700000.0,3.0,ВАО,47.0,31.0,3.0,12.0,1968.0,0.0,0.0,2.6,2.0
17950000.0,6.0,ЮАО,56.6,,15.0,21.0,2011.0,0.0,0.0,,2.0
13900000.0,14.0,СВАО,47.8,,17.0,21.0,2021.0,0.0,1.0,2.8,2.0
31000000.0,10.0,ЮЗАО,43.0,,3.0,22.0,2020.0,0.0,0.0,,2.0
23980000.0,10.0,СЗАО,43.0,16.0,13.0,26.0,2022.0,0.0,0.0,3.0,2.0
83000000.0,4.0,ЗАО,66.0,,3.0,12.0,2019.0,0.0,0.0,3.0,2.0
12980000.0,19.0,ЗАО,46.9,30.9,2.0,14.0,1974.0,0.0,0.0,,2.0
39500000.0,18.0,ЮАО,65.6,,14.0,40.0,2023.0,0.0,0.0,3.1,2.0
9699999.0,8.0,ВАО,44.0,,8.0,9.0,1972.0,0.0,0.0,2.64,2.0
13100000.0,13.0,ЗАО,53.2,,4.0,17.0,1986.0,0.0,0.0,2.65,2.0
34500000.0,6.0,ЗАО,57.0,30.0,6.0,8.0,,0.0,0.0,3.0,2.0
24990000.0,6.0,ВАО,60.0,,5.0,9.0,2021.0,0.0,0.0,3.0,2.0
37800000.0,8.0,ЗАО,64.0,30.0,20.0,39.0,2022.0,0.0,0.0,,2.0
52000000.0,7.0,ЦАО,51.0,,3.0,21.0,,0.0,0.0,,2.0
37500000.0,14.0,СЗАО,68.0,30.0,2.0,24.0,2022.0,0.0,0.0,,2.0
41900000.0,8.0,ЗАО,71.0,32.0,9.0,39.0,2021.0,0.0,0.0,3.1,2.0
48000000.0,3.0,ЗАО,67.0,50.0,7.0,14.0,1955.0,0.0,0.0,,2.0
103000000.0,11.0,ЦАО,99.71,44.2,9.0,14.0,,0.0,0.0,,2.0
28000000.0,7.0,ЦАО,45.0,15.0,6.0,10.0,2019.0,0.0,0.0,3.0,2.0
57990000.0,10.0,ЦАО,73.0,40.0,8.0,16.0,2012.0,0.0,0.0,3.0,2.0
27500000.0,17.0,САО,72.0,40.0,3.0,27.0,,0.0,0.0,,2.0
10900000.0,6.0,ЮАО,63.25,33.9,2.0,22.0,,0.0,0.0,,2.0
32450000.0,6.0,ЗАО,56.1,30.6,17.0,20.0,2021.0,0.0,0.0,3.0,2.0
40000000.0,5.0,ЦАО,55.7,,8.0,9.0,1954.0,0.0,0.0,,2.0
16900000.0,12.0,ВАО,58.5,,2.0,23.0,2023.0,0.0,0.0,,2.0
11200000.0,12.0,САО,45.0,32.0,5.0,9.0,1965.0,0.0,0.0,2.65,2.0
3600000.0,10.0,САО,45.0,30.0,1.0,5.0,1961.0,0.0,0.0,2.64,2.0
10100000.0,8.0,ЮВАО,38.0,28.0,1.0,9.0,1967.0,0.0,0.0,2.64,2.0
11500000.0,7.0,ВАО,38.3,23.9,10.0,14.0,1970.0,0.0,0.0,2.64,2.0
16700000.0,17.0,ЮВАО,64.0,33.8,11.0,17.0,2020.0,0.0,0.0,2.7,2.0
12000000.0,18.0,САО,44.6,,4.0,5.0,,0.0,0.0,,2.0
31000000.0,16.0,СЗАО,67.1,,11.0,43.0,,0.0,0.0,,2.0
63250000.0,17.0,ЗАО,68.2,,17.0,34.0,2024.0,0.0,1.0,3.1,2.0
15400000.0,5.0,СВАО,56.3,,10.0,22.0,2009.0,0.0,0.0,2.8,2.0
11300000.0,7.0,ЮАО,50.4,28.1,7.0,16.0,1984.0,0.0,0.0,2.48,2.0
88000000.0,8.0,ЦАО,70.0,40.0,6.0,10.0,,0.0,0.0,,2.0
19700000.0,10.0,САО,50.5,15.9,27.0,44.0,,0.0,0.0,,2.0
12500000.0,16.0,ЮАО,51.3,,5.0,12.0,1976.0,0.0,0.0,2.48,2.0
40000000.0,8.0,,67.0,35.0,2.0,14.0,1939.0,0.0,0.0,3.2,2.0
11999999.0,16.0,ВАО,44.4,28.8,5.0,9.0,1970.0,0.0,0.0,,2.0
11500000.0,3.0,ВАО,45.2,29.5,7.0,9.0,1974.0,0.0,0.0,,2.0
18450000.0,13.0,СВАО,55.9,,5.0,17.0,,0.0,0.0,,2.0
20899000.0,6.0,САО,58.0,47.2,32.0,33.0,2024.0,0.0,0.0,2.8,2.0
24450000.0,12.0,СЗАО,47.5,,14.0,23.0,,0.0,1.0,,2.0
20500000.0,16.0,ЗАО,41.2,16.2,10.0,17.0,,0.0,0.0,,2.0
29499000.0,9.0,ЗАО,54.9,38.9,18.0,24.0,2021.0,0.0,0.0,2.95,2.0
12300000.0,12.0,ЮЗАО,37.9,,5.0,9.0,1962.0,0.0,0.0,2.64,2.0
17690000.0,6.0,ЮАО,55.0,,15.0,16.0,1981.0,0.0,0.0,2.64,2.0
37250000.0,8.0,САО,50.0,30.0,6.0,27.0,2018.0,0.0,0.0,3.2,2.0
130000000.0,6.0,ЦАО,99.61,,10.0,14.0,,0.0,0.0,,2.0
11820000.0,16.0,ЮВАО,50.7,29.7,4.0,12.0,1980.0,0.0,0.0,2.64,2.0
22000000.0,7.0,ВАО,52.2,,10.0,23.0,2022.0,0.0,0.0,3.0,2.0
39000000.0,13.0,ЗАО,65.0,43.0,4.0,11.0,,0.0,0.0,,2.0
29950000.0,7.0,ЗАО,75.0,,20.0,25.0,2017.0,0.0,0.0,2.9,2.0
19000000.0,3.0,ЮАО,53.3,,4.0,8.0,1960.0,0.0,0.0,2.7,2.0
14100000.0,5.0,ВАО,53.0,32.5,9.0,10.0,,0.0,0.0,,2.0
25900000.0,4.0,СЗАО,55.0,30.0,4.0,22.0,2021.0,0.0,0.0,3.0,2.0
75000000.0,16.0,САО,94.0,,4.0,10.0,,0.0,1.0,,2.0
32500000.0,1.0,САО,90.0,65.0,2.0,15.0,2016.0,0.0,1.0,3.0,2.0
58000000.0,11.0,ЦАО,73.0,,8.0,14.0,2013.0,0.0,0.0,3.0,2.0
11600000.0,16.0,ЗАО,45.0,26.0,2.0,12.0,1972.0,0.0,0.0,2.64,2.0
18300000.0,12.0,ЮАО,59.0,30.0,2.0,19.0,2015.0,0.0,0.0,,2.0
28300000.0,14.0,ЮАО,55.0,28.0,5.0,14.0,2022.0,0.0,0.0,3.1,2.0
17300000.0,5.0,ВАО,58.0,35.0,5.0,18.0,2018.0,0.0,0.0,3.0,2.0
10700000.0,5.0,ВАО,45.2,,4.0,9.0,1973.0,0.0,0.0,2.64,2.0
10700000.0,18.0,ВАО,38.0,22.1,4.0,9.0,,0.0,0.0,,2.0
13000000.0,8.0,СЗАО,55.0,32.6,1.0,14.0,1997.0,0.0,0.0,2.7,2.0
14990000.0,14.0,ЮЗАО,40.0,23.3,9.0,12.0,1969.0,0.0,0.0,2.6,2.0
59500000.0,17.0,САО,81.7,53.1,3.0,40.0,,0.0,0.0,,2.0
22790000.0,14.0,ЗАО,40.0,28.0,18.0,27.0,2022.0,0.0,0.0,3.0,2.0
11999000.0,9.0,ЮВАО,55.2,32.7,7.0,19.0,2010.0,0.0,0.0,2.78,2.0
73000000.0,2.0,ЦАО,106.0,,25.0,75.0,2010.0,0.0,1.0,3.0,2.0
6200000.0,5.0,СВАО,51.9,30.5,13.0,14.0,1992.0,0.0,0.0,2.64,2.0
357000000.0,,ЦАО,179.0,120.0,6.0,16.0,2021.0,0.0,0.0,3.85,2.0
68000000.0,4.0,ЦАО,92.0,82.0,31.0,85.0,2015.0,0.0,1.0,3.2,2.0
24500000.0,12.0,ВАО,60.0,40.0,5.0,20.0,2024.0,0.0,0.0,3.0,2.0
16300000.0,8.0,ЮЗАО,45.3,30.5,4.0,9.0,1973.0,0.0,0.0,2.65,2.0
24800000.0,10.0,САО,63.2,35.3,8.0,16.0,1973.0,0.0,0.0,2.8,2.0
44000000.0,12.0,ЮАО,94.2,,2.0,41.0,,0.0,0.0,3.0,2.0
61200000.0,7.0,ЦАО,53.31,,10.0,21.0,,0.0,0.0,,2.0
18500000.0,12.0,СВАО,53.1,31.5,16.0,17.0,2004.0,0.0,0.0,2.55,2.0
169783560.0,8.0,ЗАО,123.0,,2.0,6.0,2005.0,0.0,0.0,3.2,2.0
99900000.0,13.0,ЦАО,70.0,,12.0,33.0,1953.0,0.0,0.0,3.2,2.0
12460000.0,,ЮЗАО,47.4,,29.0,31.0,,0.0,0.0,2.7,2.0
17900000.0,13.0,САО,56.5,,7.0,17.0,1970.0,0.0,0.0,2.7,2.0
19300000.0,8.0,ВАО,57.0,36.0,3.0,6.0,1927.0,0.0,0.0,3.2,2.0
24200000.0,8.0,,56.0,32.0,2.0,7.0,1959.0,0.0,0.0,3.0,2.0
17900000.0,4.0,ЮАО,59.0,,4.0,7.0,1957.0,0.0,0.0,3.0,2.0
59000000.0,6.0,ЦАО,61.0,29.0,12.0,79.0,2019.0,0.0,1.0,,2.0
28162946.0,17.0,САО,52.6,36.2,22.0,27.0,2022.0,0.0,0.0,3.1,2.0
20500000.0,19.0,САО,59.6,,4.0,17.0,2011.0,0.0,0.0,2.74,2.0
13700000.0,6.0,ЮЗАО,49.9,,12.0,12.0,,0.0,0.0,,2.0
12199000.0,9.0,ЗАО,56.0,32.1,2.0,14.0,1988.0,0.0,0.0,2.64,2.0
38000000.0,7.0,ЦАО,75.0,,2.0,6.0,2012.0,0.0,1.0,2.9,2.0
16000000.0,15.0,ЮАО,54.5,32.2,10.0,17.0,1988.0,0.0,0.0,2.64,2.0
40999999.0,,САО,102.9,,19.0,25.0,,0.0,0.0,,2.0
55000000.0,5.0,ЗАО,69.0,30.0,11.0,14.0,2021.0,0.0,0.0,,2.0
38500000.0,11.0,СВАО,75.5,33.5,8.0,19.0,2022.0,0.0,0.0,3.25,2.0
30349000.0,2.0,САО,97.9,42.2,14.0,40.0,2010.0,0.0,0.0,3.0,2.0
179000000.0,11.0,ЦАО,117.0,76.0,17.0,18.0,2016.0,0.0,0.0,4.5,2.0
12015584.0,10.0,ЗАО,38.8,,5.0,25.0,2021.0,1.0,0.0,2.63,1.0
12999000.0,15.0,ЮЗАО,38.3,18.0,19.0,23.0,2023.0,1.0,0.0,,1.0
17294726.0,7.0,ЗАО,37.2,11.8,2.0,21.0,2023.0,1.0,0.0,2.74,1.0
20999999.0,5.0,СЗАО,41.5,15.8,25.0,30.0,2023.0,1.0,0.0,,1.0
15136800.0,9.0,ВАО,35.7,11.2,33.0,33.0,2023.0,1.0,0.0,2.6,1.0
11900000.0,17.0,ЮВАО,47.7,24.2,5.0,19.0,2024.0,1.0,1.0,3.0,1.0
21871263.0,4.0,СЗАО,39.73,11.7,39.0,52.0,2024.0,1.0,0.0,2.85,1.0
17699000.0,14.0,ЮАО,36.7,,11.0,15.0,2023.0,1.0,0.0,,1.0
20349681.0,4.0,СЗАО,43.98,14.7,49.0,52.0,2024.0,1.0,0.0,2.85,1.0
29239804.0,7.0,ЮАО,44.6,16.4,18.0,22.0,2023.0,1.0,0.0,3.15,1.0
21071107.0,8.0,СВАО,58.3,,12.0,22.0,2021.0,1.0,0.0,2.72,1.0
23394666.0,6.0,ЮАО,43.0,29.5,11.0,15.0,2023.0,1.0,0.0,3.15,1.0
16453178.0,15.0,САО,35.8,10.8,33.0,33.0,2023.0,1.0,0.0,2.68,1.0
8300000.0,4.0,ЮАО,34.0,,12.0,24.0,2023.0,1.0,0.0,,1.0
10900000.0,11.0,,25.6,,22.0,33.0,2023.0,1.0,0.0,,1.0
27261998.0,5.0,ЗАО,49.27,,11.0,57.0,2024.0,1.0,0.0,2.9,1.0
27332367.0,7.0,ЮАО,46.1,12.4,17.0,22.0,2023.0,1.0,0.0,3.15,1.0
20500000.0,19.0,ЮВАО,43.7,14.2,5.0,14.0,2023.0,1.0,0.0,,1.0
10029452.0,12.0,САО,32.4,,4.0,10.0,2024.0,1.0,1.0,3.0,1.0
24900000.0,10.0,СЗАО,43.5,15.0,2.0,13.0,2023.0,1.0,0.0,,1.0
18000000.0,9.0,СЗАО,37.0,11.3,20.0,32.0,,0.0,0.0,3.1,1.0
18250000.0,4.0,ЗАО,42.2,13.5,14.0,21.0,2023.0,1.0,0.0,2.74,1.0
21000000.0,5.0,СЗАО,37.2,15.7,32.0,43.0,2023.0,1.0,0.0,,1.0
17277095.0,2.0,САО,38.4,11.1,16.0,21.0,2023.0,1.0,1.0,3.15,1.0
20450000.0,13.0,ЮАО,43.09,,3.0,20.0,2024.0,1.0,0.0,3.9,1.0
22990000.0,15.0,СЗАО,47.2,,9.0,13.0,2023.0,1.0,0.0,,1.0
14221662.0,16.0,СЗАО,39.0,,1.0,24.0,2024.0,1.0,0.0,3.0,1.0
17500000.0,13.0,ЗАО,36.0,,8.0,28.0,2019.0,1.0,1.0,,1.0
13960000.0,5.0,ЮАО,32.4,9.5,4.0,33.0,2023.0,1.0,0.0,,1.0
24348516.0,8.0,ЮЗАО,48.8,,19.0,25.0,2024.0,1.0,0.0,3.17,1.0
10857959.0,5.0,ЗАО,35.5,,2.0,25.0,2021.0,1.0,0.0,2.63,1.0
29000000.0,4.0,САО,45.0,16.0,7.0,28.0,2023.0,1.0,0.0,,1.0
18972800.0,30.0,ЗАО,44.0,15.6,9.0,34.0,2023.0,1.0,0.0,2.62,1.0
22887920.0,17.0,СЗАО,34.1,15.2,11.0,43.0,2023.0,1.0,0.0,3.15,1.0
12327301.0,16.0,САО,42.1,16.2,13.0,14.0,2023.0,1.0,0.0,2.84,1.0
7000000.0,18.0,ЮВАО,21.5,,23.0,25.0,2023.0,1.0,0.0,2.65,1.0
17646209.0,2.0,ВАО,38.86,20.5,6.0,20.0,2024.0,1.0,0.0,,1.0
13107409.0,5.0,СЗАО,38.3,14.6,18.0,22.0,2022.0,1.0,1.0,2.87,1.0
14216588.0,20.0,СВАО,34.0,,10.0,22.0,2021.0,1.0,0.0,2.65,1.0
24092278.0,6.0,ЮАО,45.2,28.9,11.0,15.0,2023.0,1.0,0.0,3.15,1.0
19267900.0,9.0,,48.7,,11.0,27.0,2022.0,1.0,0.0,,1.0
22761335.0,26.0,СЗАО,43.07,13.8,24.0,25.0,2024.0,1.0,0.0,03.02,1.0
21386800.0,12.0,СВАО,42.1,31.6,6.0,37.0,2024.0,1.0,0.0,3.0,1.0
14983854.0,20.0,СВАО,37.5,,5.0,22.0,2021.0,1.0,0.0,2.65,1.0
20560106.0,7.0,ЗАО,41.0,13.5,21.0,21.0,2023.0,1.0,0.0,3.87,1.0
26240000.0,15.0,СЗАО,46.4,,2.0,10.0,2023.0,1.0,0.0,,1.0
19500000.0,16.0,СЗАО,39.0,12.5,2.0,6.0,2023.0,1.0,1.0,3.24,1.0
14467200.0,14.0,ЗАО,35.2,10.3,20.0,33.0,2023.0,1.0,0.0,2.7,1.0
22400000.0,5.0,СЗАО,43.5,17.2,19.0,43.0,2023.0,1.0,0.0,,1.0
26379046.0,15.0,ЮАО,58.3,,10.0,24.0,2023.0,1.0,0.0,3.15,1.0
17500000.0,3.0,ЗАО,44.0,15.4,12.0,33.0,2023.0,1.0,0.0,,1.0
8899500.0,12.0,САО,34.9,,3.0,10.0,2024.0,1.0,1.0,3.0,1.0
16237479.0,2.0,ВАО,41.32,23.4,2.0,20.0,2024.0,1.0,0.0,,1.0
11246285.0,5.0,СЗАО,29.5,16.8,18.0,22.0,2022.0,1.0,1.0,2.87,1.0
14861000.0,5.0,ЗАО,32.8,9.5,28.0,33.0,2023.0,1.0,0.0,,1.0
50211907.0,12.0,ЦАО,62.4,38.9,5.0,9.0,2021.0,1.0,1.0,3.6,1.0
12888568.0,10.0,ЗАО,44.0,,14.0,25.0,2021.0,1.0,0.0,2.63,1.0
14983798.0,6.0,СВАО,41.3,,3.0,33.0,2020.0,1.0,0.0,2.63,1.0
11200000.0,4.0,ЮАО,36.0,11.0,8.0,34.0,2023.0,1.0,0.0,,1.0
12500000.0,10.0,ЮАО,42.0,,8.0,18.0,2022.0,1.0,0.0,,1.0
21000000.0,8.0,СЗАО,34.7,17.1,3.0,33.0,2023.0,1.0,0.0,3.1,1.0
12300000.0,11.0,СВАО,30.0,,6.0,32.0,2023.0,1.0,0.0,,1.0
21530000.0,4.0,ЮАО,37.7,13.1,16.0,43.0,2024.0,1.0,0.0,2.98,1.0
24886560.0,17.0,СЗАО,37.3,15.8,41.0,43.0,2023.0,1.0,0.0,3.15,1.0
49875587.0,12.0,ЦАО,65.2,38.6,5.0,9.0,2021.0,1.0,1.0,3.6,1.0
15999000.0,17.0,ЮАО,44.45,13.7,5.0,12.0,2024.0,1.0,0.0,,1.0
16647235.0,2.0,САО,37.0,10.7,16.0,21.0,2023.0,1.0,1.0,3.15,1.0
73000000.0,9.0,ЦАО,72.0,17.0,5.0,21.0,2023.0,1.0,0.0,,1.0
14390000.0,7.0,ЗАО,32.8,14.0,6.0,17.0,2023.0,1.0,0.0,,1.0
17900000.0,11.0,СВАО,39.49,15.3,6.0,31.0,2024.0,1.0,0.0,2.86,1.0
17711344.0,10.0,САО,46.4,13.6,16.0,32.0,2023.0,1.0,0.0,2.72,1.0
23000000.0,3.0,СЗАО,44.6,20.2,2.0,9.0,2023.0,1.0,0.0,,1.0
11800000.0,15.0,,21.1,12.7,11.0,27.0,2023.0,1.0,0.0,,1.0
26739900.0,2025.0,СЗАО,37.0,13.5,29.0,29.0,2023.0,1.0,0.0,3.15,1.0
20971595.0,6.0,ЮАО,39.4,15.4,10.0,15.0,2023.0,1.0,0.0,3.15,1.0
14945920.0,14.0,ЗАО,38.6,10.9,24.0,33.0,2023.0,1.0,0.0,2.7,1.0
16674020.0,11.0,ВАО,41.8,10.9,33.0,33.0,2023.0,1.0,0.0,2.6,1.0
7769500.0,8.0,СВАО,37.65,13.2,4.0,8.0,2024.0,1.0,1.0,2.8,1.0
21625600.0,12.0,СВАО,43.6,32.7,2.0,37.0,2024.0,1.0,0.0,3.0,1.0
11700000.0,19.0,САО,33.6,14.1,32.0,33.0,2023.0,1.0,0.0,,1.0
22500000.0,19.0,ЮВАО,50.6,17.6,2.0,22.0,2023.0,1.0,0.0,,1.0
18022000.0,9.0,СВАО,43.6,,14.0,27.0,2022.0,1.0,0.0,,1.0
30000000.0,18.0,СЗАО,50.8,17.2,7.0,13.0,2023.0,1.0,0.0,,1.0
17900000.0,15.0,ЮАО,35.2,12.3,5.0,16.0,2023.0,1.0,0.0,,1.0
21500000.0,9.0,ЮАО,46.0,20.0,8.0,22.0,2023.0,1.0,0.0,,1.0
11275000.0,18.0,ВАО,41.0,15.8,2.0,24.0,2021.0,1.0,0.0,2.64,1.0
32755835.0,4.0,ЦАО,56.6,19.7,9.0,10.0,2024.0,1.0,1.0,3.0,1.0
14900000.0,5.0,ЗАО,35.7,11.2,16.0,33.0,2023.0,1.0,0.0,,1.0
9015675.0,12.0,ЮЗАО,35.5,10.2,3.0,9.0,2023.0,1.0,0.0,2.68,1.0
18376470.0,7.0,САО,46.3,13.4,11.0,32.0,2023.0,1.0,0.0,2.72,1.0
16595378.0,24.0,ЗАО,34.1,10.8,16.0,21.0,2023.0,1.0,0.0,2.74,1.0
25099552.0,27.0,ЮАО,40.1,14.4,15.0,15.0,2023.0,1.0,0.0,3.15,1.0
12250000.0,25.0,ЮАО,21.5,13.2,19.0,26.0,2024.0,1.0,0.0,2.9,1.0
31448757.0,5.0,ЗАО,56.77,,35.0,57.0,2024.0,1.0,0.0,2.9,1.0
24400000.0,5.0,СЗАО,34.1,15.2,15.0,29.0,2023.0,1.0,0.0,,1.0
12897995.0,10.0,ЗАО,43.9,,5.0,25.0,2021.0,1.0,0.0,2.63,1.0
13850000.0,4.0,ЗАО,44.4,,3.0,29.0,2022.0,1.0,1.0,,1.0
23500000.0,7.0,СЗАО,44.4,15.2,9.0,13.0,2023.0,1.0,0.0,,1.0
9300000.0,20.0,САО,34.4,13.8,4.0,14.0,2023.0,1.0,0.0,,1.0
20998400.0,16.0,СЗАО,38.6,14.3,9.0,23.0,2023.0,1.0,0.0,3.15,1.0
25201418.0,22.0,ЮАО,40.3,15.2,21.0,21.0,2023.0,1.0,0.0,3.0,1.0
22158500.0,16.0,СЗАО,45.5,,4.0,6.0,2023.0,1.0,1.0,3.24,1.0
22500000.0,15.0,СЗАО,45.1,15.2,2.0,13.0,2023.0,1.0,0.0,,1.0
21084012.0,16.0,СЗАО,37.6,14.7,18.0,23.0,2023.0,1.0,0.0,3.15,1.0
18099000.0,14.0,ЮАО,35.4,,13.0,15.0,2023.0,1.0,0.0,,1.0
39400000.0,3.0,ЦАО,39.4,,49.0,66.0,2020.0,1.0,1.0,3.9,1.0
26400000.0,2.0,ЦАО,39.4,,20.0,46.0,2024.0,1.0,1.0,2.64,1.0
18523001.0,17.0,ЮВАО,41.3,12.3,22.0,30.0,2024.0,1.0,0.0,2.87,1.0
15269184.0,25.0,ЗАО,32.0,12.2,2.0,33.0,2023.0,1.0,0.0,2.62,1.0
17667500.0,27.0,,37.0,10.7,3.0,22.0,2023.0,1.0,0.0,2.83,1.0
54998000.0,3.0,ЦАО,51.4,,34.0,66.0,2020.0,1.0,1.0,3.9,1.0
27000000.0,9.0,СЗАО,41.5,,17.0,33.0,2023.0,1.0,0.0,2.9,1.0
